id_bank_account,max_date,balance
2064,2022-06-02 22:00:00,876.13
2066,2023-08-20 22:00:00,15816.83
2067,2023-10-26 22:00:00,95.33
2070,2022-09-12 22:00:00,693.09
2086,2021-07-19 22:00:00,0.0
2092,2022-06-27 22:00:00,0.0
2096,2021-12-29 23:00:00,80.0
2097,2023-08-24 22:00:00,92.36
2101,2023-10-30 23:00:00,844.99
2102,2024-03-03 23:00:00,208.56
2105,2021-09-20 22:00:00,225.23
2106,2021-09-05 22:00:00,94.84
2112,2021-09-20 22:00:00,225.23
2118,2023-10-04 22:00:00,0.0
2119,2021-09-05 22:00:00,94.84
2121,2024-02-28 23:00:00,-19.9
2122,2024-02-29 23:00:00,-59.97
2123,2024-03-03 23:00:00,41693.27
2128,2024-03-03 23:00:00,5059.41
2136,2022-06-21 22:00:00,230.85
2137,2024-02-22 23:00:00,0.48
2141,2021-12-06 23:00:00,-76.58
2143,2024-03-03 23:00:00,50.76
2145,2024-03-03 23:00:00,1582.17
2146,2022-08-07 22:00:00,133.18
2148,2024-02-21 23:00:00,-417.0
2150,2023-05-14 22:00:00,0.65
2152,2022-10-26 22:00:00,-100.0
2157,2024-02-25 23:00:00,0.41
2158,2022-07-14 22:00:00,0.0
2162,2022-05-29 22:00:00,-283.79
2163,2024-02-25 23:00:00,3839.33
2171,2022-05-18 22:00:00,1662.68
2173,2023-11-09 23:00:00,5723.47
2176,2022-05-19 22:00:00,5629.78
2179,2022-02-14 23:00:00,-316.98
2181,2023-08-21 22:00:00,-135.55
2182,2024-02-20 23:00:00,0.54
2183,2023-02-06 23:00:00,-575.94
2188,2024-02-17 23:00:00,3040.76
2190,2024-03-03 23:00:00,1315.86
2191,2022-03-22 23:00:00,9021.92
2192,2022-02-14 23:00:00,7608.89
2195,2022-05-19 22:00:00,559.39
2197,2022-05-19 22:00:00,-259.57
2198,2023-11-10 23:00:00,-332.27
2199,2024-03-03 23:00:00,1334.61
2200,2024-03-03 23:00:00,-265.9
2201,2024-03-03 23:00:00,-161.18
2203,2024-03-03 23:00:00,1335.6
2204,2023-11-09 23:00:00,87.73
2207,2022-05-01 22:00:00,162.14
2208,2022-05-25 22:00:00,1786.53
2209,2024-03-03 23:00:00,1600.87
2214,2023-01-11 23:00:00,60.74
2215,2023-10-04 22:00:00,1.51
2220,2022-12-28 23:00:00,10.0
2221,2023-10-04 22:00:00,683.97
2222,2023-01-31 23:00:00,0.0
2227,2024-02-29 23:00:00,10325.92
2231,2023-08-15 22:00:00,0.42
2232,2022-05-22 22:00:00,-157.63
2236,2024-03-03 23:00:00,-280.57
2237,2022-12-28 23:00:00,0.0
2240,2023-06-11 22:00:00,1.0
2242,2023-03-14 23:00:00,-740.27
2246,2022-05-19 22:00:00,1312.47
2253,2023-03-07 23:00:00,0.0
2259,2022-05-19 22:00:00,-6527.13
2260,2022-05-23 22:00:00,-822.43
2261,2023-05-25 22:00:00,10905.09
2263,2022-05-20 22:00:00,66268.57
2264,2022-11-09 23:00:00,0.0
2266,2022-05-22 22:00:00,-1061.62
2267,2022-08-21 22:00:00,0.0
2268,2022-05-23 22:00:00,-822.43
2272,2023-11-09 23:00:00,-494.36
2273,2022-03-31 22:00:00,13575.37
2276,2022-05-23 22:00:00,-822.43
2277,2024-03-03 23:00:00,0.83
2279,2024-01-21 23:00:00,49.68
2280,2022-06-02 22:00:00,909.14
2281,2022-05-30 22:00:00,229.52
2284,2022-05-26 22:00:00,1422.56
2289,2022-06-01 22:00:00,750.06
2290,2022-05-23 22:00:00,-151.64
2292,2024-03-03 23:00:00,2740.29
2294,2022-10-05 22:00:00,-404.82
2295,2022-05-04 22:00:00,216.19
2296,2022-05-22 22:00:00,-647.63
2301,2023-10-26 22:00:00,517.07
2302,2022-02-14 23:00:00,-85.89
2304,2023-10-25 22:00:00,253.47
2310,2023-07-19 22:00:00,122.65
2312,2023-08-27 22:00:00,-1542.57
2313,2022-05-16 22:00:00,0.38
2318,2022-07-06 22:00:00,-4.69
2322,2022-08-07 22:00:00,-67.32
2327,2022-06-02 22:00:00,785.13
2334,2022-06-20 22:00:00,232.07
2335,2024-03-03 23:00:00,498.14
2336,2023-01-12 23:00:00,14602.62
2337,2022-06-02 22:00:00,674.34
2340,2022-10-11 22:00:00,-1.5
2341,2022-08-07 22:00:00,-67.32
2347,2024-03-03 23:00:00,1538.17
2351,2022-05-26 22:00:00,-295.96
2352,2021-11-08 23:00:00,1408.36
2353,2022-05-26 22:00:00,-295.96
2355,2022-05-26 22:00:00,-295.96
2357,2023-01-05 23:00:00,-100.72
2359,2023-05-10 22:00:00,991.7
2361,2024-03-03 23:00:00,1085.72
2362,2022-05-26 22:00:00,4372.3
2366,2022-05-23 22:00:00,-14.44
2367,2024-02-04 23:00:00,1147.21
2369,2022-05-26 22:00:00,8212.98
2373,2024-03-03 23:00:00,12674.12
2375,2023-05-10 22:00:00,1179.82
2380,2022-05-26 22:00:00,74727.82
2381,2022-05-15 22:00:00,122.26
2388,2022-05-19 22:00:00,-742.61
2390,2022-05-22 22:00:00,13191.28
2395,2022-03-23 23:00:00,0.0
2397,2024-02-28 23:00:00,831.39
2398,2022-05-31 22:00:00,-392.92
2399,2022-06-05 22:00:00,-637.0
2400,2022-05-19 22:00:00,-235.36
2401,2022-11-15 23:00:00,0.0
2404,2024-02-27 23:00:00,1562.21
2406,2022-06-05 22:00:00,563.41
2408,2024-02-18 23:00:00,32.91
2409,2022-06-06 22:00:00,0.0
2411,2022-06-06 22:00:00,0.0
2412,2022-04-21 22:00:00,0.0
2416,2024-02-29 23:00:00,1463.43
2418,2022-06-06 22:00:00,0.0
2420,2023-08-23 22:00:00,88.61
2423,2022-05-15 22:00:00,60305.44
2424,2022-06-07 22:00:00,0.96
2428,2022-06-02 22:00:00,801.56
2436,2023-08-23 22:00:00,-229.12
2437,2022-05-15 22:00:00,60305.44
2438,2022-06-03 22:00:00,504.75
2440,2024-03-03 23:00:00,3.42
2441,2022-05-03 22:00:00,293.02
2442,2022-12-27 23:00:00,1146.52
2443,2024-03-03 23:00:00,1214.71
2444,2022-05-19 22:00:00,1876.06
2445,2022-06-07 22:00:00,614.63
2446,2022-05-31 22:00:00,1415.15
2447,2023-02-09 23:00:00,-94.6
2449,2022-05-29 22:00:00,1135.83
2451,2022-05-19 22:00:00,2212.29
2454,2022-05-22 22:00:00,513.04
2455,2022-05-23 22:00:00,131.59
2457,2023-08-20 22:00:00,-208.5
2458,2022-05-29 22:00:00,1135.83
2460,2023-05-11 22:00:00,0.0
2463,2023-05-11 22:00:00,0.0
2464,2022-05-16 22:00:00,25.26
2469,2024-02-27 23:00:00,138.86
2471,2022-05-31 22:00:00,1415.15
2472,2023-08-20 22:00:00,-10.81
2483,2022-06-07 22:00:00,979.88
2487,2022-12-27 23:00:00,2667.16
2489,2022-06-06 22:00:00,937.7
2491,2022-06-07 22:00:00,979.88
2496,2022-03-03 23:00:00,935.16
2498,2022-05-22 22:00:00,67.35
2502,2022-06-06 22:00:00,937.7
2506,2022-06-01 22:00:00,279.11
2507,2022-08-08 22:00:00,-132.63
2508,2024-02-25 23:00:00,128.58
2511,2022-05-26 22:00:00,1608.29
2512,2022-06-03 22:00:00,0.0
2513,2022-06-10 22:00:00,-148.05
2515,2022-05-23 22:00:00,-178.41
2524,2024-03-03 23:00:00,-15.33
2526,2022-06-03 22:00:00,1609.83
2529,2022-06-10 22:00:00,1019.5
2536,2022-06-10 22:00:00,134.92
2538,2024-02-26 23:00:00,-51.88
2540,2024-03-03 23:00:00,1580.53
2542,2022-06-09 22:00:00,15.52
2543,2022-06-03 22:00:00,0.0
2546,2022-06-05 22:00:00,3388.28
2551,2022-06-06 22:00:00,8050.1
2554,2024-03-03 23:00:00,304.09
2556,2022-05-18 22:00:00,0.55
2562,2022-06-09 22:00:00,1139.83
2564,2022-05-19 22:00:00,97.08
2566,2024-03-01 23:00:00,4205.88
2567,2024-03-01 23:00:00,1293.42
2568,2022-06-15 22:00:00,84.61
2575,2022-06-12 22:00:00,481.95
2578,2022-06-12 22:00:00,481.95
2581,2022-06-16 22:00:00,367.19
2583,2022-06-17 22:00:00,0.0
2585,2022-06-05 22:00:00,965.59
2589,2024-03-03 23:00:00,1753.36
2593,2022-06-08 22:00:00,2092.42
2595,2024-02-14 23:00:00,-229.2
2600,2024-02-28 23:00:00,1039.59
2601,2022-05-18 22:00:00,-543.49
2602,2022-05-24 22:00:00,657.51
2604,2024-02-27 23:00:00,423.09
2610,2022-06-19 22:00:00,11201.21
2611,2022-06-20 22:00:00,-102.09
2613,2023-08-22 22:00:00,-236.95
2614,2022-05-23 22:00:00,1999.02
2615,2022-06-20 22:00:00,1103.03
2616,2023-09-27 22:00:00,518.67
2617,2022-06-16 22:00:00,147.16
2618,2022-05-13 22:00:00,1.29
2619,2022-06-09 22:00:00,25714.33
2620,2022-06-21 22:00:00,163860.55
2621,2024-02-14 23:00:00,3070.25
2622,2024-02-22 23:00:00,1084.07
2626,2024-03-03 23:00:00,1559.9
2627,2022-06-19 22:00:00,-103.98
2629,2022-06-22 22:00:00,28565.33
2635,2024-02-15 23:00:00,824.65
2636,2022-06-07 22:00:00,214.72
2637,2022-06-07 22:00:00,-92.2
2644,2022-06-09 22:00:00,-161.05
2645,2022-06-06 22:00:00,495.4
2646,2024-02-22 23:00:00,1084.07
2647,2024-02-14 23:00:00,3070.25
2650,2022-05-23 22:00:00,-493.62
2651,2023-08-13 22:00:00,-472.69
2652,2022-06-12 22:00:00,0.23
2653,2022-06-09 22:00:00,8177.68
2656,2022-06-16 22:00:00,71669.18
2660,2022-05-15 22:00:00,0.0
2662,2022-06-23 22:00:00,-297.4
2669,2022-06-15 22:00:00,-267.74
2672,2022-06-16 22:00:00,10654.29
2673,2023-09-27 22:00:00,134.26
2676,2023-09-26 22:00:00,1.15
2677,2023-09-27 22:00:00,97.06
2679,2022-06-06 22:00:00,62.27
2680,2022-06-07 22:00:00,579.27
2681,2022-06-14 22:00:00,19958.98
2682,2023-08-17 22:00:00,-118.83
2683,2022-06-14 22:00:00,1255.57
2685,2022-06-02 22:00:00,324.03
2690,2022-06-02 22:00:00,5278.91
2691,2022-06-02 22:00:00,436.3
2694,2022-06-09 22:00:00,5831.77
2696,2022-04-10 22:00:00,9680.67
2697,2022-06-16 22:00:00,145590.88
2698,2022-05-19 22:00:00,-48.42
2706,2022-06-02 22:00:00,232.51
2711,2022-06-27 22:00:00,125.22
2716,2022-06-16 22:00:00,169.38
2717,2022-06-14 22:00:00,150.38
2718,2022-05-19 22:00:00,-1.15
2720,2022-06-26 22:00:00,157.5
2722,2023-08-08 22:00:00,40.99
2723,2022-06-14 22:00:00,-48.12
2726,2022-06-23 22:00:00,409.27
2730,2022-06-14 22:00:00,-394.06
2731,2022-06-23 22:00:00,590.53
2732,2022-06-14 22:00:00,88.81
2733,2022-06-14 22:00:00,1767.71
2734,2024-02-18 23:00:00,17.34
2736,2024-02-18 23:00:00,25.9
2737,2024-03-04 23:00:00,419.5
2738,2022-06-23 22:00:00,590.53
2741,2024-03-03 23:00:00,-702.08
2742,2024-03-03 23:00:00,518.0
2744,2022-06-23 22:00:00,409.27
2745,2022-06-08 22:00:00,-48.81
2746,2022-06-14 22:00:00,122.33
2748,2022-02-09 23:00:00,0.0
2750,2022-06-29 22:00:00,20838.41
2751,2022-08-07 22:00:00,-53.42
2752,2022-06-30 22:00:00,1906.41
2756,2023-06-15 22:00:00,-49.34
2759,2024-03-03 23:00:00,-232.0
2765,2022-06-26 22:00:00,1081.8
2768,2022-06-09 22:00:00,0.0
2772,2024-02-27 23:00:00,861.22
2773,2022-02-07 23:00:00,0.0
2777,2023-04-04 22:00:00,25899.51
2778,2024-03-03 23:00:00,-232.0
2781,2022-06-29 22:00:00,362.6
2793,2022-06-08 22:00:00,1702.3
2796,2022-06-12 22:00:00,88.57
2797,2022-06-09 22:00:00,589.12
2798,2022-06-13 22:00:00,456.52
2799,2022-10-30 23:00:00,-758.28
2801,2022-06-12 22:00:00,2265.56
2802,2022-06-12 22:00:00,474.18
2804,2022-07-07 22:00:00,-72.63
2805,2022-07-01 22:00:00,-303.94
2807,2023-02-19 23:00:00,0.01
2813,2021-08-17 22:00:00,0.0
2814,2023-03-20 23:00:00,64.84
2815,2022-05-23 22:00:00,-67.67
2816,2024-02-20 23:00:00,-5.58
2819,2022-06-11 22:00:00,56.65
2824,2022-04-26 22:00:00,303.24
2825,2022-04-26 22:00:00,1475.37
2826,2022-05-16 22:00:00,0.16
2832,2022-06-14 22:00:00,-41.72
2833,2023-08-13 22:00:00,0.0
2834,2022-07-07 22:00:00,-221.88
2835,2022-06-19 22:00:00,-483.62
2838,2022-06-23 22:00:00,-153.49
2839,2023-08-22 22:00:00,-97.54
2841,2022-05-22 22:00:00,110.42
2842,2022-07-07 22:00:00,152.65
2843,2022-06-19 22:00:00,3296.21
2845,2022-07-12 22:00:00,570.82
2854,2022-06-30 22:00:00,29.59
2857,2022-07-09 22:00:00,263.0
2858,2022-07-08 22:00:00,439.63
2859,2022-07-11 22:00:00,446.21
2862,2022-07-11 22:00:00,-759.58
2864,2022-07-10 22:00:00,2048.47
2867,2022-07-11 22:00:00,310.03
2868,2022-07-10 22:00:00,4921.31
2871,2022-07-04 22:00:00,1506.63
2875,2022-07-11 22:00:00,590.87
2878,2022-07-10 22:00:00,4738.55
2885,2023-11-02 23:00:00,15.56
2889,2022-06-23 22:00:00,49.49
2891,2024-02-29 23:00:00,-297.94
2895,2022-06-13 22:00:00,13156.26
2907,2022-07-05 22:00:00,648.47
2908,2022-05-30 22:00:00,2134.21
2909,2022-06-13 22:00:00,13156.26
2914,2022-06-29 22:00:00,0.0
2917,2022-09-11 22:00:00,26.62
2920,2022-05-02 22:00:00,0.0
2922,2022-06-29 22:00:00,0.0
2923,2022-06-29 22:00:00,0.0
2925,2024-03-03 23:00:00,-699.91
2926,2023-08-22 22:00:00,45.01
2929,2022-07-03 22:00:00,221.0
2930,2024-02-07 23:00:00,-9.85
2931,2024-02-29 23:00:00,400.4
2932,2022-05-17 22:00:00,78856.75
2934,2024-02-18 23:00:00,0.33
2936,2022-09-11 22:00:00,101.58
2937,2022-07-12 22:00:00,216.26
2940,2022-07-05 22:00:00,-0.69
2941,2022-07-11 22:00:00,-196.11
2943,2022-05-04 22:00:00,45.0
2944,2022-05-31 22:00:00,1140.74
2945,2022-05-04 22:00:00,45.0
2946,2022-05-15 22:00:00,190.96
2950,2022-07-12 22:00:00,-26.55
2952,2022-06-08 22:00:00,113.14
2954,2022-05-09 22:00:00,13.91
2955,2022-05-19 22:00:00,-2574.42
2956,2022-07-24 22:00:00,199.76
2960,2022-05-12 22:00:00,0.0
2963,2022-11-21 23:00:00,0.0
2967,2024-02-29 23:00:00,400.4
2968,2022-07-12 22:00:00,0.78
2975,2024-03-03 23:00:00,1156.45
2976,2022-07-07 22:00:00,-6887.38
2978,2024-02-29 23:00:00,1169.92
2979,2022-04-03 22:00:00,158.28
2980,2022-06-29 22:00:00,0.0
2984,2024-01-31 23:00:00,0.0
2987,2022-11-21 23:00:00,0.0
2997,2022-06-24 22:00:00,-414.48
2999,2022-07-10 22:00:00,-154.54
3000,2022-07-14 22:00:00,-494.74
3001,2022-08-09 22:00:00,299.66
3002,2022-07-12 22:00:00,605.46
3003,2022-07-18 22:00:00,-149.43
3006,2022-11-24 23:00:00,682.0
3017,2023-12-27 23:00:00,26051.09
3021,2024-02-22 23:00:00,0.57
3031,2022-07-04 22:00:00,76.96
3033,2022-01-16 23:00:00,1437.72
3034,2022-10-06 22:00:00,2497.05
3038,2022-10-06 22:00:00,844.54
3040,2022-06-15 22:00:00,244.01
3043,2022-05-01 22:00:00,1628.04
3044,2023-12-10 23:00:00,296.24
3045,2023-09-12 22:00:00,1035.78
3046,2022-07-19 22:00:00,-448.64
3047,2022-03-16 23:00:00,0.0
3050,2023-01-12 23:00:00,-115.19
3051,2022-07-17 22:00:00,1689.12
3055,2022-12-11 23:00:00,-273.9
3060,2024-02-16 23:00:00,800.79
3061,2022-07-21 22:00:00,454.86
3062,2022-12-01 23:00:00,1643.9
3066,2022-07-20 22:00:00,-663.64
3071,2023-04-02 22:00:00,50.0
3074,2022-07-14 22:00:00,6.37
3075,2022-07-21 22:00:00,2.51
3077,2022-05-31 22:00:00,0.27
3079,2022-07-21 22:00:00,-148.98
3080,2023-04-12 22:00:00,192.1
3083,2022-07-17 22:00:00,6.8
3084,2023-12-10 23:00:00,380.91
3085,2022-07-21 22:00:00,-141.91
3086,2023-03-03 23:00:00,-1324.15
3087,2022-06-23 22:00:00,404.4
3088,2022-06-01 22:00:00,272.9
3089,2022-07-12 22:00:00,8.23
3096,2024-02-14 23:00:00,-619.07
3098,2022-05-31 22:00:00,304.84
3103,2022-07-08 22:00:00,50.0
3104,2022-07-10 22:00:00,4.59
3105,2022-06-23 22:00:00,-670.3
3108,2024-03-03 23:00:00,421.43
3109,2022-07-24 22:00:00,4493.14
3112,2022-07-24 22:00:00,69.13
3114,2024-03-03 23:00:00,-433.99
3121,2024-03-03 23:00:00,-433.99
3128,2024-03-03 23:00:00,-433.99
3135,2022-07-26 22:00:00,544.22
3137,2022-10-30 23:00:00,28763.59
3138,2022-07-26 22:00:00,-13.22
3139,2022-06-09 22:00:00,-133.06
3140,2022-07-27 22:00:00,1170.51
3142,2023-06-09 22:00:00,428.06
3143,2022-07-25 22:00:00,-262.27
3144,2022-06-14 22:00:00,-29.33
3147,2022-07-26 22:00:00,21.38
3148,2022-07-27 22:00:00,760.31
3150,2022-07-14 22:00:00,2092.04
3151,2022-05-12 22:00:00,0.12
3152,2022-05-24 22:00:00,-12.66
3153,2023-04-16 22:00:00,-96.72
3158,2022-07-12 22:00:00,1.73
3162,2022-07-07 22:00:00,2220.7
3163,2023-11-09 23:00:00,158.27
3164,2023-09-27 22:00:00,1609.15
3171,2022-07-01 22:00:00,1384.51
3174,2022-06-14 22:00:00,119.41
3176,2022-06-02 22:00:00,1301.04
3177,2022-07-28 22:00:00,163.86
3178,2022-07-26 22:00:00,289.03
3181,2023-06-02 22:00:00,0.0
3183,2023-09-28 22:00:00,17396.91
3184,2022-05-24 22:00:00,-12.66
3185,2022-06-02 22:00:00,1301.04
3186,2022-07-28 22:00:00,163.86
3188,2022-08-01 22:00:00,-1754.07
3189,2024-03-04 23:00:00,728.89
3190,2022-10-16 22:00:00,257.84
3193,2022-05-24 22:00:00,2025.36
3195,2023-09-27 22:00:00,24.66
3200,2022-05-24 22:00:00,10009.92
3201,2022-05-30 22:00:00,6834.47
3207,2022-06-25 22:00:00,146.49
3209,2023-05-10 22:00:00,8762.0
3212,2021-12-17 23:00:00,0.0
3213,2022-11-30 23:00:00,0.0
3222,2022-07-15 22:00:00,5278.1
3224,2022-05-24 22:00:00,10009.92
3227,2022-05-30 22:00:00,6834.47
3228,2023-08-16 22:00:00,-50.42
3229,2022-07-14 22:00:00,-525.77
3230,2022-05-18 22:00:00,316.48
3231,2022-06-09 22:00:00,100.48
3232,2022-08-04 22:00:00,-836.03
3237,2022-08-04 22:00:00,-1327.92
3243,2023-05-09 22:00:00,1592.0
3247,2022-06-21 22:00:00,17.45
3249,2024-02-25 23:00:00,2346.64
3250,2022-07-15 22:00:00,5278.1
3251,2022-08-04 22:00:00,1221.5
3257,2022-05-18 22:00:00,316.48
3258,2022-06-14 22:00:00,0.0
3259,2022-07-14 22:00:00,-61.66
3260,2022-06-23 22:00:00,21.38
3261,2022-06-15 22:00:00,444.34
3262,2022-08-04 22:00:00,744.38
3263,2022-07-20 22:00:00,18631.83
3264,2022-08-08 22:00:00,1376.79
3265,2022-08-08 22:00:00,-397.64
3269,2022-08-08 22:00:00,1213.18
3270,2022-07-12 22:00:00,222.21
3271,2022-08-07 22:00:00,4810.47
3273,2022-08-07 22:00:00,53619.14
3275,2023-08-21 22:00:00,49.21
3278,2022-08-08 22:00:00,130.82
3280,2022-05-05 22:00:00,15.0
3281,2022-05-05 22:00:00,15.0
3282,2022-08-11 22:00:00,130.82
3283,2024-03-01 23:00:00,1059.42
3286,2022-07-04 22:00:00,1304.65
3289,2022-05-08 22:00:00,0.75
3291,2022-11-25 23:00:00,0.0
3296,2021-06-28 22:00:00,0.0
3298,2022-08-10 22:00:00,2684.77
3299,2022-08-11 22:00:00,-18.45
3300,2022-06-08 22:00:00,54.3
3302,2021-06-28 22:00:00,0.0
3303,2022-08-11 22:00:00,2684.77
3304,2022-08-11 22:00:00,545.02
3305,2022-01-04 23:00:00,856.23
3307,2022-08-10 22:00:00,238.2
3309,2022-08-10 22:00:00,1473.14
3310,2022-08-11 22:00:00,287.7
3312,2022-01-02 23:00:00,2173.16
3314,2022-01-04 23:00:00,856.23
3315,2022-01-02 23:00:00,2173.16
3316,2022-01-02 23:00:00,25772.06
3317,2022-01-04 23:00:00,856.23
3318,2022-01-02 23:00:00,8390.99
3319,2022-01-02 23:00:00,8390.99
3321,2022-07-12 22:00:00,15.0
3324,2022-01-04 23:00:00,856.23
3325,2022-08-07 22:00:00,1497.96
3327,2022-07-12 22:00:00,15.0
3329,2022-08-07 22:00:00,1497.96
3330,2022-01-02 23:00:00,25772.06
3332,2022-12-08 23:00:00,1981.97
3333,2022-07-12 22:00:00,19.09
3334,2022-07-04 22:00:00,-266.72
3335,2022-08-11 22:00:00,798.84
3336,2022-07-04 22:00:00,-266.72
3338,2023-12-03 23:00:00,112.96
3341,2023-03-23 23:00:00,3.0
3343,2023-12-06 23:00:00,141.73
3344,2022-08-01 22:00:00,1030.91
3347,2022-08-01 22:00:00,164473.41
3348,2022-07-12 22:00:00,19.09
3358,2023-04-02 22:00:00,3905.53
3361,2023-04-02 22:00:00,3785.53
3371,2023-04-02 22:00:00,3905.53
3376,2022-05-18 22:00:00,-832.71
3378,2022-05-18 22:00:00,0.0
3379,2022-03-16 23:00:00,0.04
3382,2022-03-31 22:00:00,1.01
3383,2022-05-18 22:00:00,157.1
3384,2022-05-18 22:00:00,318.81
3387,2024-03-04 23:00:00,1322.7
3389,2021-11-05 23:00:00,-420.01
3394,2021-09-27 22:00:00,713.32
3400,2021-09-26 22:00:00,-74.0
3413,2021-09-26 22:00:00,8492.43
3415,2023-07-24 22:00:00,231.37
3416,2022-07-04 22:00:00,3.41
3432,2021-12-27 23:00:00,0.0
3441,2022-04-17 22:00:00,0.58
3447,2021-09-26 22:00:00,456.3
3451,2021-10-05 22:00:00,958.19
3458,2021-08-04 22:00:00,482.19
3466,2021-07-04 22:00:00,7664.23
3471,2021-07-04 22:00:00,4950.98
3473,2021-08-01 22:00:00,1684.61
3474,2022-04-03 22:00:00,-1407.67
3479,2022-03-17 23:00:00,-927.42
3480,2022-04-03 22:00:00,675.38
3485,2021-09-02 22:00:00,-307.24
3486,2021-12-02 23:00:00,3.09
3491,2021-09-27 22:00:00,1554.63
3492,2021-12-02 23:00:00,3.09
3497,2021-09-02 22:00:00,2210.3
3499,2021-08-29 22:00:00,53.51
3501,2021-12-02 23:00:00,3.09
3502,2022-01-10 23:00:00,-227.69
3517,2022-01-10 23:00:00,-227.69
3520,2021-10-25 22:00:00,-792.86
3521,2021-10-25 22:00:00,-792.86
3522,2021-10-17 22:00:00,2.6
3527,2022-01-13 23:00:00,-1147.55
3530,2022-01-24 23:00:00,237.67
3532,2022-03-03 23:00:00,3304.57
3536,2022-03-01 23:00:00,28.56
3539,2022-03-02 23:00:00,142053.21
3540,2022-02-03 23:00:00,-311.67
3544,2021-12-23 23:00:00,33.82
3556,2021-12-23 23:00:00,33.82
3558,2022-02-01 23:00:00,674.3
3562,2022-02-03 23:00:00,-4.72
3574,2022-02-13 23:00:00,-536.23
3575,2022-01-30 23:00:00,0.73
3576,2022-01-09 23:00:00,5315.79
3577,2022-01-03 23:00:00,3805.2
3578,2021-12-15 23:00:00,5996.84
3579,2021-12-15 23:00:00,5996.84
3580,2022-01-03 23:00:00,3805.2
3581,2022-01-09 23:00:00,5315.79
3582,2022-02-17 23:00:00,-801.13
3583,2022-02-15 23:00:00,53.56
3584,2021-11-28 23:00:00,0.0
3585,2022-02-17 23:00:00,-801.13
3586,2022-02-15 23:00:00,53.56
3587,2021-11-28 23:00:00,0.0
3588,2022-02-15 23:00:00,53.56
3589,2021-11-28 23:00:00,0.0
3590,2022-02-17 23:00:00,-801.13
3591,2022-02-27 23:00:00,1232.0
3592,2022-02-27 23:00:00,1232.0
